6527895941,515,22,10,1650138195,21,50,False,74,63,60,58,54,123,82,137,28,14
6527894530,457,22,10,1650138128,21,50,False,103,67,74,23,32,68,45,11,27,8
6527891086,336,22,10,1650137961,21,50,False,106,95,50,107,16,129,9,67,23,64
6527889709,250,22,10,1650137889,21,50,False,54,87,101,59,120,11,121,137,129,44
6527888923,748,22,10,1650137857,21,50,False,2,86,26,11,19,46,58,137,25,14
6527887394,946,23,10,1650137790,21,50,True,89,53,59,23,99,75,50,14,58,108
6527886768,1084,23,10,1650137765,21,50,True,75,56,63,14,74,39,19,79,110,4
6527886607,1009,23,10,1650137759,21,50,False,14,91,135,86,23,136,50,27,113,93
6527886508,614,22,10,1650137749,21,50,True,1,2,26,64,57,5,56,129,9,94
6527885444,483,22,10,1650137701,21,50,True,95,58,73,34,3,60,71,35,54,14
6527885422,992,22,10,1650137688,21,50,False,91,104,26,6,37,100,16,61,101,19
6527885193,1096,22,10,1650137692,21,50,False,63,129,21,19,57,45,27,60,46,126
6527885084,1168,23,10,1650137688,21,50,True,63,49,33,14,83,82,32,19,93,123
6527884982,1126,23,10,1650137672,21,50,True,81,71,43,8,121,6,44,25,59,83
6527884659,1110,23,10,1650137666,21,50,True,92,33,19,74,75,65,25,14,11,119
6527883865,835,22,10,1650137635,21,50,False,8,16,17,27,75,49,103,20,5,1
6527883692,984,22,10,1650137619,21,50,False,90,70,33,11,66,14,32,67,31,128
6527883622,1158,4,10,1650137620,21,50,False,53,64,100,9,88,94,120,43,22,81
6527883463,1179,22,10,1650137615,21,50,False,59,96,112,42,31,10,14,27,128,4
6527883405,1060,23,10,1650137614,21,50,True,58,53,48,14,114,110,11,137,74,10
6527883371,1142,23,10,1650137610,21,50,False,19,5,28,81,6,71,35,50,59,12
6527882814,1195,23,10,1650137578,21,50,True,27,34,105,7,137,47,33,99,14,68
6527882740,1090,23,10,1650137583,21,50,True,14,90,6,53,47,129,87,44,32,7
6527882461,1017,23,10,1650137567,21,50,False,95,84,102,109,5,94,114,86,26,31
6527882115,991,23,10,1650137553,21,50,False,47,8,70,44,30,11,100,81,12,51
6527881542,1024,23,10,1650137520,21,50,True,5,14,104,15,84,99,75,20,3,72
6527881281,1303,23,10,1650137501,21,50,True,42,6,84,119,22,67,14,63,30,39
6527881255,1148,23,10,1650137506,21,50,True,68,59,11,42,70,106,88,98,72,5
6527881072,983,22,10,1650137502,21,50,False,7,129,1,59,87,81,11,64,25,2
6527880844,867,23,10,1650137496,21,50,True,21,32,14,42,12,54,59,93,86,76
6527880809,1016,13,1,1650137501,21,50,False,64,5,47,49,6,44,29,37,26,21
6527880572,1271,23,10,1650137485,21,50,False,89,96,75,23,19,97,9,7,64,8
6527880095,1038,23,10,1650137464,21,50,False,101,6,7,81,26,19,53,68,47,28
6527879841,1283,23,10,1650137453,21,50,True,86,32,74,71,69,100,14,105,121,70
6527879499,1218,23,10,1650137438,21,50,True,119,23,114,21,59,12,107,26,44,34
6527879342,792,23,10,1650137427,21,50,True,108,7,9,84,59,36,6,44,126,22
6527879241,1370,23,10,1650137423,21,50,True,11,46,123,77,113,14,35,32,75,92
